N-Z,N,Z,A,BINDING_energy_per_nucleon(keV),Uncertainty(keV),A^(2/3),A^(-1/3),P,I,B_exp(MeV),B_LDM(MeV),LDM_residual(MeV),D,Sn_exp(MeV),Sp_exp(MeV),S2n_exp(MeV),S2p_exp(MeV)
25,80,55,135,8401.3393,0.3,26.31615964391579,0.19493451588085775,0.0,0.18518518518518523,1134.1808055,1130.7166432493361,3.464162250663776,1.4285714285714286,8.762107499999729,6.745085900000049,15.653651699999955,16.30259860000001
23,79,56,135,8397.5345,0.2,26.31615964391579,0.19493451588085775,0.0,0.1703703703703704,1133.6671575,1131.7206364144474,1.9465210855526038,2.0,6.971962099999928,8.248459499999854,16.4397727999999,14.785013400000025
21,78,57,135,8382.7972,10.1,26.31615964391579,0.19493451588085775,0.0,0.15555555555555556,1131.6776220000002,1130.8109655337214,0.866656466278755,2.5454545454545454,9.496122800000194,4.982426600000053,17.291702500000156,13.150468200000205
19,77,58,135,8361.9861,11.0,26.31615964391579,0.19493451588085775,0.0,0.14074074074074072,1128.8681235,1128.846902483409,0.021221016590970976,3.076923076923077,7.8547290999997585,6.686624299999949,18.340720200000078,11.640738799999781
17,76,59,135,8328.9284,12.6,26.31615964391579,0.19493451588085775,0.0,0.12592592592592589,1124.405334,1125.0463294165259,-0.6409954165258114,3.6,10.479186200000186,3.391939599999887,19.140913600000204,10.019414500000039
15,75,60,135,8288.1536,20.5,26.31615964391579,0.19493451588085775,0.0,0.11111111111111116,1118.900736,1120.111806907899,-1.2110709078990567,4.117647058823529,8.638496600000053,4.974588200000198,20.02388000000019,8.37333270000022
13,74,61,135,8236.7933,89.0,26.31615964391579,0.19493451588085775,0.0,0.09629629629629632,1111.9670955,1113.416863323015,-1.4497678230150086,4.631578947368421,11.369740099999945,1.7048560999999154,20.797310199999856,6.702675100000079
34,85,51,136,8252.2533,6.2,26.445956073831777,0.19445555936641015,-1.0,0.25,1122.3064488000002,1116.9705129408571,5.335935859143092,0.75,2.8878798000000643,11.16360930000019,6.630515600000081,
32,84,52,136,8319.4301,2.4,26.445956073831777,0.19445555936641015,1.0,0.23529411764705888,1131.4424936,1126.080502477342,5.3619911226580825,1.0,4.767809599999964,12.023924599999873,8.034170799999856,22.56945900000005
30,83,53,136,8351.3242,15.2,26.445956073831777,0.19445555936641015,-1.0,0.22058823529411764,1135.7800912,1129.7106928538353,6.069398346164689,0.75,3.837369699999954,9.105407199999945,11.644416399999955,20.10415799999987
28,82,54,136,8396.1889,0.0,26.445956073831777,0.19445555936641015,1.0,0.20588235294117652,1141.8816904,1135.9867428872283,5.8949475127717506,0.0,8.087119899999834,9.938968899999963,14.445970800000168,18.473367599999847
26,81,55,136,8389.7723,2.0,26.445956073831777,0.19445555936641015,-1.0,0.19117647058823528,1141.0090328,1136.627871520367,4.381161279633034,0.8333333333333334,6.828227300000208,7.214462299999923,15.590334799999937,16.873358000000053
24,80,56,136,8402.7566,0.2,26.445956073831777,0.19445555936641015,1.0,0.17647058823529416,1142.7748976,1140.0692259836208,2.705671616379277,1.5,9.107740100000001,8.594092100000125,16.07970219999993,15.339178000000175
22,79,57,136,8376.0512,57.0,26.445956073831777,0.19445555936641015,-1.0,0.16176470588235292,1139.1429632,1137.7203753801875,1.4225878198124065,2.1,7.465341199999784,5.47580569999991,16.961463999999978,13.724265199999763
20,78,58,136,8373.7624,0.3,26.445956073831777,0.19445555936641015,1.0,0.1470588235294118,1138.8316864,1138.3258837884266,0.505802611573472,2.6666666666666665,9.96356290000017,7.154064399999925,17.81829199999993,12.136490999999978
18,77,59,136,8330.0089,12.2,26.445956073831777,0.19445555936641015,-1.0,0.13235294117647056,1132.8812104000003,1132.9855591498238,-0.1043487498234299,3.2142857142857144,8.475876400000288,4.013086900000417,18.955062600000474,10.699711200000365
16,76,60,136,8308.5127,12.6,26.445956073831777,0.19445555936641015,1.0,0.11764705882352944,1129.9577272,1130.7532026054175,-0.7954754054176192,3.75,11.056991199999857,5.5523931999998695,19.69548779999991,8.944332799999756
14,75,61,136,8243.7207,74.1,26.445956073831777,0.19445555936641015,-1.0,0.1029411764705882,1121.1460152,1122.4185574277644,-1.2725422277644611,4.277777777777778,9.178919700000051,2.2452791999999135,20.548659799999996,7.219867400000112
12,74,62,136,8205.9165,13.4,26.445956073831777,0.19445555936641015,1.0,0.08823529411764708,1116.0046439999999,1117.344121307808,-1.339477307808238,4.8,,4.037548499999957,,5.7424045999998725
35,86,51,137,8218.4764,56.0,26.575434761451795,0.19398127563103507,0.0,0.25547445255474455,1125.9312667999998,1122.1102272416338,3.82103955836601,0.8,3.62481799999955,,6.512697799999614,
33,85,52,137,8280.2357,2.2,26.575434761451795,0.19398127563103507,0.0,0.24087591240875916,1134.3922908999998,1130.0599405487083,4.332350351291552,1.2,2.949797299999773,12.085842099999581,7.717606899999737,23.24945139999977
31,84,53,137,8326.0033,9.0,26.575434761451795,0.19398127563103507,0.0,0.22627737226277367,1140.6624521,1135.9294609879967,4.732991112003447,1.2,4.882360900000094,9.219958500000075,8.719730600000048,21.243883099999948
29,83,54,137,8364.2865,0.1,26.575434761451795,0.19398127563103507,0.0,0.21167883211678828,1145.9072505000001,1140.9448260538509,4.962424446149271,0.8,4.025560100000121,10.12715930000013,12.112679999999955,19.232566500000075
27,82,55,137,8388.9581,0.3,26.575434761451795,0.19398127563103507,0.0,0.1970802919708029,1149.2872597,1143.9563191677673,5.330940532232717,0.0,8.278226899999936,7.405569300000025,15.106454200000144,17.344538199999988
25,81,56,137,8391.8288,0.2,26.575434761451795,0.19398127563103507,0.0,0.18248175182481752,1149.6805455999997,1146.0366491573757,3.6438964426240545,0.8571428571428571,6.905647999999701,8.671512799999618,16.013388099999702,15.885975099999541
23,80,57,137,8381.8807,1.7,26.575434761451795,0.19398127563103507,0.0,0.16788321167883213,1148.3176558999999,1146.1892936406898,2.1283622593100517,1.5555555555555556,9.174692699999923,5.542758299999832,16.640033899999708,14.136850399999958
21,79,58,137,8367.2497,0.3,26.575434761451795,0.19398127563103507,0.0,0.15328467153284675,1146.3132089,1145.333575117197,0.9796337828031483,2.1818181818181817,7.481522499999983,7.170245700000123,17.445085400000153,12.646051400000033
19,78,59,137,8341.7074,8.7,26.575434761451795,0.19398127563103507,0.0,0.13868613138686137,1142.8139138,1142.6260771925683,0.1878366074315636,2.769230769230769,9.932703399999582,3.9822273999998288,18.40857979999987,11.136291799999753
17,77,60,137,8309.5892,12.5,26.575434761451795,0.19398127563103507,0.0,0.12408759124087587,1138.4137204,1138.8325963248626,-0.4188759248625047,3.3333333333333335,8.455993200000194,5.532509999999775,19.51298440000005,9.545596900000191
15,76,61,137,8263.6516,14.0,26.575434761451795,0.19398127563103507,0.0,0.10948905109489049,1132.1202692,1133.2625916353145,-1.1423224353145542,3.8823529411764706,10.974253999999974,2.1625420000000304,20.153173700000025,7.7149351999999
13,75,62,137,8213.5527,30.7,26.575434761451795,0.19398127563103507,0.0,0.0948905109489051,1125.2567199,1126.5279344498551,-1.2712145498551308,4.421052631578948,9.252075900000136,4.110704700000042,,6.355983899999956
11,74,63,137,8150.5738,4.7,26.575434761451795,0.19398127563103507,0.0,0.08029197080291972,1116.6286106,1118.0902261227516,-1.461615522751572,4.9523809523809526,,0.6239666000001307,,4.661515100000088
34,86,52,138,8252.5786,4.0,26.70459879545431,0.19351158547430664,1.0,0.24637681159420288,1138.8558468,1135.8452317305573,3.0106150694427924,1.3333333333333333,4.463555900000301,12.924580000000333,7.413353200000074,
32,85,53,138,8292.445,6.4,26.70459879545431,0.19351158547430664,-1.0,0.23188405797101452,1144.3574099999998,1140.518494336471,3.838915663528951,1.5,3.6949578999997357,9.965119100000038,8.57731879999983,22.05096119999962
30,84,54,138,8344.6913,3.0,26.70459879545431,0.19351158547430664,1.0,0.21739130434782605,1151.5673993999999,1147.7737643189337,3.7936350810662134,1.3333333333333333,5.66014889999974,10.904947299999776,9.68570899999986,20.12490579999985
28,83,55,138,8360.1437,9.8,26.70459879545431,0.19351158547430664,-1.0,0.2028985507246377,1153.6998306,1149.4899154438951,4.209915156104898,0.8333333333333334,4.4125708999999915,7.7925800999998955,12.690797799999928,17.919739400000026
26,82,56,138,8393.4222,0.2,26.70459879545431,0.19351158547430664,1.0,0.18840579710144922,1158.2922636,1153.9395303569647,4.352733243035345,0.0,8.611718000000337,9.00500390000002,15.517366000000038,16.410573200000044
24,81,57,138,8375.0835,0.4,26.70459879545431,0.19351158547430664,-1.0,0.17391304347826086,1155.7615230000001,1152.6978294245125,3.063693575487605,0.875,7.443867100000261,6.080977400000393,16.618559800000185,14.752490200000011
22,80,58,138,8377.0408,0.5,26.70459879545431,0.19351158547430664,1.0,0.1594202898550725,1156.0316304,1154.3408893722124,1.6907410277876807,1.6,9.718421499999977,7.713974500000177,17.19994399999996,13.256732800000009
20,79,59,138,8339.2195,10.7,26.70459879545431,0.19351158547430664,-1.0,0.14492753623188404,1150.812291,1150.1402066632168,0.6720843367832003,2.25,7.99837720000005,4.499082099999896,17.931080599999632,11.66932780000002
18,78,60,138,8325.4946,12.4,26.70459879545431,0.19351158547430664,1.0,0.13043478260869568,1148.9182547999999,1148.9752424219305,-0.05698762193060247,2.857142857142857,10.504534399999784,6.104340999999977,18.960527599999978,10.086568399999805
16,77,61,138,8268.3558,12.4,26.70459879545431,0.19351158547430664,-1.0,0.1159420289855072,1141.0331004,1141.813592061771,-0.780491661771066,3.4375,8.912831200000028,2.6193799999998646,19.8870852,8.15188999999964
14,76,62,138,8237.9286,12.6,26.70459879545431,0.19351158547430664,1.0,0.10144927536231885,1136.8341468,1137.8378020422535,-1.0036552422534442,4.0,11.577426900000091,4.71387760000016,20.829502800000228,6.87641960000019
12,75,63,138,8161.6211,30.0,26.70459879545431,0.19351158547430664,-1.0,0.08695652173913049,1126.3037118,1127.7110341163861,-1.4073223163861712,4.55,9.675101199999972,1.0469918999999663,,5.157696600000008
35,87,52,139,8211.7716,3.8,26.833451212355452,0.19304641159967958,0.0,0.2517985611510791,1141.4362524,1139.4735511184515,1.9627012815485614,1.4285714285714286,2.580405599999949,,7.0439615000002505,
33,86,53,139,8265.61,4.3,26.833451212355452,0.19304641159967958,0.0,0.237410071942446,1148.9197900000001,1146.3224360985969,2.5973539014032667,1.7142857142857142,4.562380000000303,10.06394320000004,8.257337900000039,22.988523200000373
31,85,54,139,8311.5904,2.3,26.833451212355452,0.19304641159967958,0.0,0.2230215827338129,1155.3110656,1152.358405998829,2.952659601170808,1.7142857142857142,3.743666200000007,10.953655600000047,9.403815099999747,20.918774700000085
29,84,55,139,8342.3397,3.3,26.833451212355452,0.19304641159967958,0.0,0.2086330935251799,1159.5852183000002,1156.3786015691874,3.2066167308128115,1.4285714285714286,5.885387700000138,8.017818900000293,10.297958600000129,18.92276620000007
27,83,56,139,8367.0194,0.2,26.833451212355452,0.19304641159967958,0.0,0.19424460431654678,1163.0156966,1159.5104035897948,3.5052930102051505,0.8571428571428571,4.723432999999886,9.315865999999914,13.335151000000224,17.10844609999981
25,82,57,139,8377.9987,0.6,26.833451212355452,0.19304641159967958,0.0,0.17985611510791366,1164.5418193,1160.701237327376,3.8405819726240225,0.0,8.780296299999918,6.2495556999999735,16.22416340000018,15.254559599999993
23,81,58,139,8370.4664,2.2,26.833451212355452,0.19304641159967958,0.0,0.16546762589928055,1163.4948295999998,1160.9280662742563,2.5667633257435227,0.8888888888888888,7.463199199999735,7.733306599999651,17.181620699999712,13.814284000000043
21,80,59,139,8349.5208,3.9,26.833451212355452,0.19304641159967958,0.0,0.15107913669064743,1160.5833912,1159.2885434051952,1.2948477948048094,1.6363636363636365,9.771100200000092,4.551760800000011,17.76947740000014,12.265735300000188
19,79,60,139,8323.6642,29.5,26.833451212355452,0.19304641159967958,0.0,0.13669064748201443,1156.9893238,1156.6091280098651,0.3801957901348487,2.3076923076923075,8.07106900000008,6.177032800000006,18.575603399999864,10.676114899999902
17,78,61,139,8285.5473,14.5,26.833451212355452,0.19304641159967958,0.0,0.12230215827338131,1151.6910747,1152.13756309685,-0.4464883968500999,2.933333333333333,10.657974299999978,2.7728199000000586,19.570805500000006,8.877160900000035
15,77,62,139,8243.0786,11.6,26.833451212355452,0.19304641159967958,0.0,0.1079136690647482,1145.7879254000002,1146.5495766341846,-0.7616512341844555,3.5294117647058822,8.953778600000078,4.75482500000021,20.53120550000017,7.3742050000000745
13,76,63,139,8187.2187,14.1,26.833451212355452,0.19304641159967958,0.0,0.09352517985611508,1138.0233993000002,1139.242608369122,-1.2192090691219164,4.105263157894737,11.719687500000191,1.189252500000066,21.394788700000163,5.903130100000226
36,88,52,140,8183.3567,15.4,26.9619949977585,0.1925856785554179,1.0,0.2571428571428571,1145.669938,1144.8759223308423,0.7940156691577158,1.5,4.233685599999944,,6.814091199999893,
34,87,53,140,8229.474,13.0,26.9619949977585,0.1925856785554179,-1.0,0.24285714285714288,1152.1263600000002,1150.568285059333,1.5580749406672112,1.875,3.206570000000056,10.690107600000147,7.768950000000359,
32,86,54,140,8290.8875,2.5,26.9619949977585,0.1925856785554179,1.0,0.22857142857142854,1160.72425,1158.7810545458324,1.9431954541676077,2.0,5.413184400000091,11.804459999999835,9.156850600000098,21.868403199999875
30,85,55,140,8314.3227,8.8,26.9619949977585,0.1925856785554179,-1.0,0.2142857142857143,1164.0051780000001,1161.5474429423768,2.4577350576232675,1.875,4.419959699999936,8.694112400000222,10.305347400000073,19.64776800000027
28,84,56,140,8353.15,8.4,26.9619949977585,0.1925856785554179,1.0,0.19999999999999996,1169.441,1166.982863396211,2.458136603788944,1.5,6.425303400000075,9.855781699999852,11.148736399999962,17.873600600000145
26,83,57,140,8355.0201,0.6,26.9619949977585,0.1925856785554179,-1.0,0.18571428571428572,1169.702814,1166.8226628928337,2.8801511071662844,0.875,5.1609946999999465,6.687117400000034,13.941290999999865,16.00298339999995
24,82,58,140,8376.3045,1.4,26.9619949977585,0.1925856785554179,1.0,0.17142857142857137,1172.68263,1169.4800086062232,3.2026213937767807,0.0,9.187800400000242,8.140810699999975,16.650999599999977,14.390366399999948
22,81,59,140,8346.5163,6.5,26.9619949977585,0.1925856785554179,-1.0,0.15714285714285714,1168.512282,1166.3923362355154,2.119945764484555,0.9,7.928890799999863,5.017452400000138,17.699990999999955,12.750758999999789
20,80,60,140,8337.864,3.5,26.9619949977585,0.1925856785554179,1.0,0.1428571428571429,1167.30096,1166.2704975078502,1.030462492149809,1.6666666666666667,10.311636200000066,6.717568799999981,18.382705200000146,11.269329599999992
18,79,61,140,8289.0958,26.0,26.9619949977585,0.1925856785554179,-1.0,0.12857142857142856,1160.4734119999998,1160.2539087470936,0.2195032529061791,2.357142857142857,8.782337299999881,3.48408819999986,19.44031159999986,9.661120999999866
16,78,62,140,8263.8211,13.4,26.9619949977585,0.1925856785554179,1.0,0.11428571428571432,1156.9349539999998,1157.3509316489078,-0.41597764890798317,3.0,11.147028599999658,5.2438792999998896,20.100807199999736,8.016699199999948
14,77,63,140,8197.733,55.3,26.9619949977585,0.1925856785554179,-1.0,0.09999999999999998,1147.68262,1148.4026684131106,-0.7200484131105895,3.611111111111111,9.659220699999878,1.8946945999998661,21.37890820000007,6.649519600000076
12,76,64,140,8154.9757,30.0,26.9619949977585,0.1925856785554179,1.0,0.08571428571428574,1141.696598,1142.71446576715,-1.0178677671499372,4.2,,3.67319869999983,,4.862451199999896
35,88,53,141,8202.2562,17.0,27.09023308756464,0.19212931267776348,0.0,0.24822695035460995,1156.5181241999999,1155.9715194056423,0.5466047943575632,2.0,4.39176419999967,10.848186199999873,7.5983341999997265,
33,87,54,141,8255.3647,3.1,27.09023308756464,0.19212931267776348,0.0,0.23404255319148937,1164.0064227,1163.004944366339,1.001478333660998,2.2222222222222223,3.2821727000000465,11.880062699999826,8.695357100000138,22.570170299999972
31,86,55,141,8294.3554,9.8,27.09023308756464,0.19212931267776348,0.0,0.21985815602836878,1169.5041114,1168.0113849669588,1.4927264330412982,2.2222222222222223,5.498933399999942,8.779861400000073,9.918893099999877,20.584321399999908
29,85,56,141,8326.0774,5.7,27.09023308756464,0.19212931267776348,0.0,0.2056737588652482,1173.9769134,1172.1707253794953,1.8061880205048055,2.0,4.535913400000027,9.971735399999943,10.961216800000102,18.665847800000165
27,84,57,141,8343.205,4.4,27.09023308756464,0.19212931267776348,0.0,0.19148936170212771,1176.391905,1174.376530807495,2.0153741925048507,1.5555555555555556,6.689090999999962,6.950904999999921,11.850085699999909,16.806686699999773
25,83,58,141,8355.3956,1.4,27.09023308756464,0.19212931267776348,0.0,0.17730496453900713,1178.1107796000001,1175.6611280723744,2.449651527625747,0.8888888888888888,5.428149600000097,8.407965600000125,14.615950000000339,15.095083000000159
23,82,59,141,8353.9852,1.6,27.09023308756464,0.19212931267776348,0.0,0.16312056737588654,1177.9119131999998,1175.0655086215547,2.8464045784451173,0.0,9.39963119999993,5.229283199999827,17.328521999999793,13.370093899999802
21,81,60,141,8335.5074,3.4,27.09023308756464,0.19212931267776348,0.0,0.14893617021276595,1175.3065434,1173.4743859444104,1.832157455589595,0.9090909090909091,8.005583399999978,6.794261400000096,18.317219600000044,11.811713800000234
19,80,61,141,8303.9405,15.0,27.09023308756464,0.19212931267776348,0.0,0.13475177304964536,1170.8556105000002,1170.0760920733212,0.7795184266790329,1.6923076923076923,10.382198500000413,3.554650500000207,19.164535800000294,10.272219300000188
